"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","22","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","white","NA","legacy","legacy","legacy","0","uniform","0","0","NA","0","NA","NA","NA","NA","0","0","NA","0","0","NA","NA","NA","NA","0","NA","0","NA","NA","NA","NA","NA","NA","Wed Sep 24 11:00:29 2025","The main experiment item","NA","False","NA","NA","Swahili.osexp","C:\Users\elian\Documents\Uni\MSc\Methods_ASM\SwahiliExp\cuddly-doodle","False","mono","False","32","no","black","no","Other","yes","1035","NA","NA","legacy","C:\Users\elian\Documents\Uni\MSc\Methods_ASM\SwahiliExp\cuddly-doodle\subject-10.csv","legacy","Neonatal Nightingale","4.1.0","NA","22","2","legacy","1024","2","48000","-16","experiment","10","even","NA","3368","74436","NA","NA","NA","NA","NA","NA","74450","76626","NA","NA","3360","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Pilot test","NA","yes","1663"
"49","0.191309231","1","easy","secret","2965","7219","139276","Ok","14531","siri","2","647.3898778273651","siri","129964","130399","NA","132057","131061","130404","146591","132058","131054","131054","NA","1"
"50","0.315827273","1","difficult","society","2965","1384","162525","Ok","3794","society","9664","515.3816806362779","chama","129964","149957","164939","161141","160144","149960","146591","161141","150478","150477","NA","2"
"37","0.167559091","1","easy","skirt","2965","469","175974","Ok","1515","skirt","5412","784.2865696001231","skati","129964","168305","177023","175505","174508","168308","146591","175505","169093","169093","NA","3"
"32","0.344718182","1","difficult","party","2965","455","186573","Ok","2022","karamu","3946","777.2352320942971","karamu","129964","180392","177023","186118","185122","180395","188143","186118","181174","181173","NA","4"
"51","0.39958806","1","difficult","church","2965","420","199399","Ok","1353","church","5852","584.7475804078504","kanisa","129964","191538","200335","198979","197983","191541","188143","198979","192128","192128","NA","5"
"56","0.305624242","1","difficult","interest","2965","768","214978","Ok","2366","interest","8533","969.0158873740386","maslahi","129964","203704","216579","214210","213214","203708","188143","214210","204679","204678","NA","6"
"64","0.353060606","1","difficult","boy","2965","645","227056","Ok","1383","boy","4911","565.1512922073823","kijana","129964","219931","227797","226411","225414","219934","188143","226411","220501","220500","NA","7"
"34","0.175557576","1","easy","grandmother","2965","2","236242","Ok","2128","grandmother","3200","873.3492539411105","bibi","129964","231165","238371","236240","235244","231168","188143","236240","232042","232042","NA","8"
"44","0.199686567","1","easy","soul","2965","302","246609","Ok","1129","soul","2919","652.3290956837421","roho","129964","241732","247438","246307","245311","241735","188143","246307","242390","242389","NA","9"
"27","0.222377273","1","easy","sky","2965","1207","256674","Ok","3448","sky","2704","965.800533788612","anga","129964","250794","258918","255467","254471","250797","188143","255468","251764","251764","NA","10"
"37","0.167559091","1","easy","skirt","2965","2","277968","Ok","4772","skate","13961","682.8397799461928","skati","129964","262318","258918","277966","276969","262321","282740","277966","263005","251764","263005","11"
"51","0.39958806","1","difficult","church","2965","6295","304651","Ok","8376","party","10590","649.9311751115533","kanisa","129964","286114","258918","298356","297360","286116","306736","298356","286767","251764","286767","12"
"44","0.199686567","1","easy","soul","2965","1839","318783","Ok","3906","sky","5401","424.17700557586517","roho","129964","310114","258918","316944","315948","310118","320853","316944","310544","251764","310544","13"
"64","0.353060606","1","difficult","boy","2965","400","330899","Ok","1279","boy","4427","852.4662630491873","kijana","129964","324214","331782","330499","329501","324217","320853","330499","325071","251764","325071","14"
"27","0.222377273","1","easy","sky","2965","3039","345365","Ok","5190","soul","5658","516.8576715445729","anga","129964","335148","331782","342326","341330","335151","347518","342326","335669","251764","335669","15"
"50","0.315827273","1","difficult","society","2965","1974","361154","Ok","2536","soul","6478","823.0506757336184","chama","129964","350876","331782","359180","358183","350878","361720","359180","351703","251764","351703","16"
"34","0.175557576","1","easy","grandmother","2965","372","368131","Ok","2735","grandmother","831","791.7343629987732","bibi","129964","365132","370497","367759","366762","365135","361720","367759","365928","251764","365928","17"
"56","0.305624242","1","difficult","interest","2965","4671","386923","Ok","5702","party","6831","558.5919808004378","maslahi","129964","373859","370497","382252","381255","373862","387956","382252","374422","251764","374422","18"
"49","0.191309231","1","easy","secret","2965","2066","403505","Ok","2968","society","8241","889.2908131335683","siri","129964","391305","370497","401439","400443","391308","404410","401439","392199","251764","392199","19"
"32","0.344718182","1","difficult","party","2965","2658","413433","Ok","4084","party","1212","789.3538868372416","karamu","129964","407772","414862","410775","409779","407774","404410","410775","408564","251764","408564","20"
"44","0.199686567","1","easy","soul","2965","2144","431153","Ok","2678","sky","9200","579.0612404231572","roho","129964","418223","414862","429009","428012","418227","431690","429009","418809","251764","418808","21"
"64","0.353060606","1","difficult","boy","2965","360","439179","Ok","1198","church","2166","595.371810090006","kijana","129964","435054","414862","438819","437822","435057","440020","438819","435654","251764","435654","22"
"37","0.167559091","1","easy","skirt","2965","411","447832","Ok","1191","skirt","2184","851.5315590163902","skati","129964","443381","448614","447421","446423","443384","440020","447421","444236","251764","444236","23"
"32","0.344718182","1","difficult","party","2965","362","454999","Ok","1292","party","978","682.0797289284955","karamu","129964","451975","455932","454637","453641","451978","440020","454637","452662","251764","452661","24"
"56","0.305624242","1","difficult","interest","2965","383","465160","Ok","1597","society","3679","785.0274621257352","maslahi","129964","459310","455932","464777","463781","459313","466377","464777","460100","251764","460099","25"
"27","0.222377273","1","easy","sky","2965","405","473356","Ok","983","soul","1783","430.46107366318006","anga","129964","469733","455932","472951","471954","469736","473937","472951","470168","251764","470168","26"
"34","0.175557576","1","easy","grandmother","2965","780","480748","Ok","2259","grandmother","1225","443.5768811067246","bibi","129964","477296","482230","479968","478971","477299","473937","479968","477744","251764","477744","27"
