"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"9","0.347927272727273","2","difficult","police","2965","840","768706","Ok","2139","police","1929","800.6378741492144","askari","31624","764131","770008","767866","766870","764136","738707","767866","764938","764938","679028","67"
"11","0.183198461538461","2","easy","chicken","2965","444","777155","Ok","2680","chicken","1589","709.2612339027685","kuku","31624","773405","779395","776711","775714","773411","738707","776711","774122","774122","679028","68"
"34","0.175557575757576","2","easy","grandmother","2965","523","786146","Ok","2274","grandmother","1251","605.5369979580837","bibi","31624","782761","787900","785623","784627","782766","738707","785624","783373","783373","679028","69"
"32","0.344718181818182","2","difficult","party","2965","575","795673","Ok","2003","party","2031","792.2938465081681","karamu","31624","791269","797104","795098","794101","791274","738707","795098","792068","792068","679028","70"
"7","0.210024615384615","2","easy","eye","2965","535","808191","Ok","1119","eye","5592","579.3167633613449","jicho","31624","800477","808778","807656","806658","800483","738707","807656","801065","792068","801064","71"
"31","0.319181818181818","2","difficult","letter","2965","459","817987","Ok","1321","book","3809","581.7657820641688","barua","31624","812129","808778","817528","816531","812136","818852","817528","812719","792068","812719","72"
"32","0.344718181818182","2","difficult","party","2965","3131","830931","Ok","3916","police","3705","890.0179016018624","karamu","31624","822200","808778","827800","826804","822203","831718","827801","823096","792068","823096","73"
"64","0.353060606060606","2","difficult","boy","2965","1981","839359","Ok","4488","party","482","779.3017634553012","kijana","31624","835113","808778","837378","836381","835116","841869","837378","835897","792068","835897","74"
"9","0.347927272727273","2","difficult","police","2965","608","852348","Ok","1233","party","4511","996.4939310642369","askari","31624","845229","808778","851740","850744","845232","852976","851740","846230","792068","846230","75"
"26","0.351680597014926","2","difficult","scissors","2965","469","863032","Ok","2147","scissors","4522","694.8753614661365","chanjo","31624","856343","864713","862563","861566","856346","852976","862564","857042","792068","857042","76"
"34","0.175557575757576","2","easy","grandmother","2965","349","871042","Ok","2347","grandmother","860","758.7967981477286","bibi","31624","868072","873043","870693","869696","868074","852976","870693","868834","792068","868834","77"
"11","0.183198461538461","2","easy","chicken","2965","678","880129","Ok","1624","chicken","1192","835.3562555536519","kuku","31624","876416","881078","879451","878453","876422","852976","879451","877259","792068","877259","78"
"75","0.170078787878788","2","easy","death","2965","656","889758","Ok","1452","death","2880","764.8092898540475","ufu","31624","884454","890557","889102","888105","884457","852976","889103","885223","792068","885223","79"
"27","0.222377272727273","2","easy","sky","2965","1614","900695","Ok","2335","worry","3764","401.1064791911634","anga","31624","893913","890557","899081","898085","893916","901419","899081","894318","792068","894318","80"
"11","0.183198461538461","2","easy","chicken","2965","325","907639","Ok","1534","chicken","928","556.6775073031349","kuku","31624","904821","908851","907314","906318","904828","901419","907314","905386","792068","905386","81"
"9","0.347927272727273","2","difficult","police","2965","302","915956","Ok","1493","police","1899","527.1864856713668","askari","31624","912223","917150","915654","914656","912226","901419","915654","912755","792068","912755","82"
"75","0.170078787878788","2","easy","death","2965","2","923131","Ok","1056","death","1123","482.42448821656586","ufu","31624","920521","924187","923129","922133","920524","901419","923129","921008","792068","921007","83"
"64","0.353060606060606","2","difficult","boy","2965","314","931139","Ok","829","boy","1742","504.73083603256777","kijana","31624","927575","931657","930825","929829","927578","901419","930825","928084","792068","928084","84"
"34","0.175557575757576","2","easy","grandmother","2965","1528","940415","Ok","3233","grandmother","2218","639.6468686852446","bibi","31624","935026","942123","938887","937890","935029","901419","938887","935670","792068","935670","85"
"27","0.222377272727273","2","easy","sky","2965","567","950362","Ok","1015","sky","2505","793.3891354147179","anga","31624","945490","950813","949795","948799","945496","901419","949796","946292","792068","946291","86"
"31","0.319181818181818","2","difficult","letter","2965","795","962227","Ok","1467","paper","5572","649.8247088427133","barua","31624","954205","950813","961432","960435","954210","962902","961432","954861","792068","954861","87"
"7","0.210024615384615","2","easy","eye","2965","469","969495","Ok","854","eye","900","855.5983716698572","jicho","31624","966266","969882","969026","968029","966269","962902","969026","967126","792068","967126","88"
"32","0.344718181818182","2","difficult","party","2965","597","977076","Ok","1632","letter","1770","444.45587083037594","karamu","31624","973261","969882","976479","975483","973264","978114","976480","973711","792068","973711","89"
"26","0.351680597014926","2","difficult","scissors","2965","201","985067","Ok","1921","scissors","1725","641.8652729687692","chanjo","31624","981492","986789","984866","983870","981499","978114","984867","982142","792068","982142","90"
"34","0.175557575757576","2","easy","grandmother","2965","386","993084","Ok","2320","grandmother","823","714.2837810618174","bibi","31624","990157","995021","992698","991702","990160","978114","992698","990876","792068","990876","91"
"27","0.222377272727273","2","easy","sky","2965","507","1001863","Ok","959","sky","983","982.8234499568807","anga","31624","998383","1002318","1001356","1000360","998388","978114","1001357","999372","792068","999372","92"
"9","0.347927272727273","2","difficult","police","2965","302","1008746","Ok","1173","police","939","825.2509435006805","askari","31624","1005673","1009620","1008444","1007447","1005678","978114","1008444","1006506","792068","1006506","93"
"11","0.183198461538461","2","easy","chicken","2965","1","1015686","Ok","1884","chicken","1113","554.6211613671115","kuku","31624","1013014","1017572","1015685","1014688","1013018","978114","1015685","1013574","792068","1013573","94"
"7","0.210024615384615","2","easy","eye","2965","663","1024557","Ok","1018","eye","1546","403.93986516896825","jicho","31624","1020942","1024914","1023894","1022898","1020945","978114","1023895","1021349","792068","1021349","95"
"26","0.351680597014926","2","difficult","scissors","2965","664","1032447","Ok","2193","scissors","1881","620.6024183487118","chanjo","31624","1028278","1033979","1031783","1030787","1028282","978114","1031783","1028904","792068","1028903","96"
"75","0.170078787878788","2","easy","death","2965","341","1039856","Ok","1208","death","644","521.8530263826501","ufu","31624","1037346","1040727","1039515","1038519","1037349","978114","1039516","1037872","792068","1037872","97"
"64","0.353060606060606","2","difficult","boy","2965","473","1047481","Ok","980","bot","1134","770.8853855865614","kijana","31624","1044097","1040727","1047008","1046011","1044102","1047990","1047008","1044874","792068","1044874","98"
"31","0.319181818181818","2","difficult","letter","2965","621","1056829","Ok","1899","letter","3232","608.859577581524","barua","31624","1051362","1058110","1056208","1055211","1051365","1047990","1056208","1051976","792068","1051976","99"
"32","0.344718181818182","2","difficult","party","2965","651","1065747","Ok","1261","party","2095","481.18905993725565","karamu","31624","1061513","1066360","1065096","1064098","1061517","1047990","1065096","1062001","792068","1062001","100"
"32","0.344718181818182","2","difficult","party","2965","644","1073513","Ok","1342","party","1235","898.4162996512882","karamu","31624","1069732","1074214","1072869","1071873","1069735","1047990","1072870","1070635","792068","1070634","101"
"11","0.183198461538461","2","easy","chicken","2965","537","1080965","Ok","1475","chicken","891","944.6792636600239","kuku","31624","1077589","1081906","1080428","1079432","1077593","1047990","1080429","1078538","792068","1078538","102"
"9","0.347927272727273","2","difficult","police","2965","315","1088782","Ok","1184","police","1721","461.8389411453776","askari","31624","1085281","1089654","1088467","1087471","1085284","1047990","1088467","1085747","792068","1085747","103"
"75","0.170078787878788","2","easy","death","2965","908","1095711","Ok","3309","death","2","776.5768579803689","ufu","31624","1093022","1098114","1094803","1093807","1093025","1047990","1094803","1093803","792068","1093802","104"
"27","0.222377272727273","2","easy","sky","2965","564","1104743","Ok","992","sky","808","887.4473866382693","anga","31624","1101479","1105174","1104179","1103183","1101483","1047990","1104179","1102372","792068","1102372","105"
"7","0.210024615384615","2","easy","eye","2965","349","1111558","Ok","696","eye","916","720.2834954352603","jicho","31624","1108568","1111908","1111209","1110212","1108572","1047990","1111209","1109294","792068","1109294","106"
"26","0.351680597014926","2","difficult","scissors","2965","529","1117852","Ok","3343","scissors","582","471.50947541022833","chanjo","31624","1115265","1120669","1117323","1116326","1115268","1047990","1117323","1115741","792068","1115741","107"
"31","0.319181818181818","2","difficult","letter","2965","466","1127497","Ok","1487","letter","1442","548.2905208758027","barua","31624","1124037","1128521","1127031","1126035","1124041","1047990","1127032","1124591","792068","1124590","108"
"34","0.175557575757576","2","easy","grandmother","2965","611","1134706","Ok","2731","grandmother","630","572.3307153293932","bibi","31624","1131888","1136830","1134095","1133099","1131892","1047990","1134096","1132466","792068","1132466","109"
"64","0.353060606060606","2","difficult","boy","2965","499","1143879","Ok","1046","boy","1333","845.50877199551","kijana","31624","1140196","1144429","1143380","1142383","1140201","1047990","1143380","1141048","792068","1141048","110"
"32","0.344718181818182","2","difficult","party","2965","472","1153522","Ok","1076","party","3438","809.1115519993912","karamu","31624","1147798","1154129","1153050","1152054","1147802","1047990","1153050","1148613","792068","1148613","111"
"27","0.222377272727273","2","easy","sky","2965","365","1160438","Ok","787","sky","686","884.609223757283","anga","31624","1157497","1160863","1160073","1159076","1157501","1047990","1160073","1158387","792068","1158387","112"
"7","0.210024615384615","2","easy","eye","2965","412","1167985","Ok","766","eye","1513","791.6513266375592","jicho","31624","1164264","1168342","1167573","1166577","1164267","1047990","1167574","1165061","792068","1165061","113"
"11","0.183198461538461","2","easy","chicken","2965","723","1174908","Ok","1731","chicken","756","707.7892947204467","kuku","31624","1171718","1175919","1174185","1173188","1171721","1047990","1174185","1172430","792068","1172430","114"
"31","0.319181818181818","2","difficult","letter","2965","1647","1182488","Ok","4118","letter","2","555.4716698299319","barua","31624","1179278","1184962","1180841","1179844","1179281","1047990","1180841","1179838","792068","1179838","115"
"75","0.170078787878788","2","easy","death","2965","331","1190891","Ok","1040","death","768","462.8950842305286","ufu","31624","1188320","1191603","1190560","1189563","1188325","1047990","1190560","1188789","792068","1188789","116"
"34","0.175557575757576","2","easy","grandmother","2965","531","1198012","Ok","2272","grandmother","866","638.9309659524513","bibi","31624","1194972","1199757","1197481","1196484","1194976","1047990","1197482","1195616","792068","1195616","117"
"9","0.347927272727273","2","difficult","police","2965","417","1206505","Ok","1273","police","1434","526.75205949412","askari","31624","1203122","1207365","1206088","1205091","1203127","1047990","1206088","1203654","792068","1203654","118"
"64","0.353060606060606","2","difficult","boy","2965","461","1213502","Ok","1041","boy","769","515.4823405804575","kijana","31624","1210751","1214085","1213041","1212044","1210756","1047990","1213041","1211273","792068","1211273","119"
"26","0.351680597014926","2","difficult","scissors","2965","499","1220381","Ok","2985","scissors","830","606.3369012061944","chanjo","31624","1217442","1222870","1219882","1218885","1217445","1047990","1219882","1218053","792068","1218052","120"
