"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","23","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"19","0.287497014925373","1","difficult","wheel","1465","96","728594","Ok","663","wheel","1612","475.7807104431978","duara","467894","725405","729164","728498","727502","725409","NA","728498","725886","594523","725886","30"
"2","0.178725757575757","1","easy","beer","965","243","733641","Ok","732","beer","723","648.6265652029388","pombe","467894","731024","734133","733398","732402","731027","NA","733398","731676","594523","731676","31"
"44","0.199686567164179","1","easy","soul","965","249","738084","Ok","640","soul","766","590.2667417480826","roho","467894","735475","738478","737835","736838","735477","NA","737835","736069","594523","736069","32"
"5","0.34374","1","difficult","office","965","317","743345","Ok","1336","office","1575","608.9001679511705","afisi","467894","739841","744367","743028","742031","739844","NA","743028","740454","594523","740453","33"
"50","0.315827272727273","1","difficult","society","965","72","748532","Ok","1209","society","1056","668.8081117058948","chama","467894","745734","749672","748460","747464","745737","NA","748460","746407","594523","746406","34"
"19","0.287497014925373","1","difficult","wheel","2465","364","760956","Ok","946","rope","8033","523.5714036837168","duara","467894","751033","749672","760592","759596","751036","761541","760592","751561","594523","751560","35"
"61","0.158680303030303","1","easy","lemon","965","402","767504","Ok","1329","lemon","824","838.5745238212487","limau","467894","764434","768434","767102","766105","764438","761541","767102","765278","594523","765278","36"
"3","0.294386567164179","1","difficult","fish","965","278","772669","Ok","889","fish","737","860.7542777693825","samaki","467894","769789","773285","772391","771395","769792","761541","772392","770655","594523","770655","37"
"54","0.207071212121212","1","easy","glasses","965","272","777317","Ok","1108","glasses","699","693.2999113174633","degaga","467894","774648","778156","777045","776048","774651","761541","777045","775346","594523","775346","38"
"62","0.355907575757576","1","difficult","rope","965","316","785199","Ok","869","rope","3428","933.8808157194535","kamba","467894","779518","785756","784883","783886","779521","761541","784883","780456","594523","780456","39"
"57","0.209593846153846","1","easy","bus","965","357","789675","Ok","658","bus","565","639.8075591836391","basi","467894","787110","789979","789318","788321","787112","761541","789318","787753","594523","787752","40"
"57","0.209593846153846","1","easy","bus","465","300","794319","Ok","587","bus","1205","471.84448164108113","basi","467894","791340","794609","794019","793023","791343","761541","794020","791816","594523","791816","41"
"5","0.34374","1","difficult","office","465","324","798308","Ok","1056","office","547","951.3008479008655","afisi","467894","795479","799042","797984","796986","795483","761541","797984","796436","594523","796436","42"
"62","0.355907575757576","1","difficult","rope","465","344","803933","Ok","716","rope","2052","593.6755279838678","kamba","467894","799939","804308","803589","802592","799942","761541","803590","800538","594523","800538","43"
"19","0.287497014925373","1","difficult","wheel","1965","283","808153","Ok","753","wheel","1029","670.2887352522328","duara","467894","805168","808626","807870","806874","805171","761541","807871","805843","594523","805842","44"
"44","0.199686567164179","1","easy","soul","465","254","813933","Ok","627","soul","774","916.291762569555","roho","467894","810983","814309","813679","812681","810987","761541","813679","811905","594523","811905","45"
"54","0.207071212121212","1","easy","glasses","465","300","817924","Ok","1019","glasses","582","867.7235349083945","degaga","467894","815170","818646","817624","816627","815173","761541","817624","816043","594523","816043","46"
"2","0.178725757575757","1","easy","beer","465","1","821683","Ok","687","beer","646","524.9668057973469","pombe","467894","819507","822372","821682","820684","819510","761541","821682","820036","594523","820035","47"
